GeneID,CH323,CH572,CH300,CH269,CH290,CH150,CH704,CH188B,CH274,CH198,CH315,CH235,CH339,CH308,CH172A,CH188A,CH328,CH727,CH295,CH288,CH722,CH172B
ENST00000341285.FBXL5.24,196,272,173.776,184.245,326.675,125,379,446,246.76,346,95,31,23,104,419.174,632.056,72,358,265,295,549.019,136
ENST00000381440.ITPRIPL2.222,27,32,14,11,39,19,52,19,21,36,7,10,5,24,101,51,10,31,32,25,39,12
ENST00000374181.GRM4.1,21.0216,2.98062,11,9.4366,22.9312,0,0,16.995,0,0,0.0210935,11,4,0.00421062,0,6.63134,16,10.189,0.0432456,0,35.8444,0
ENST00000424703.FSTL1.18,0,0,0,0,2,0,0,3,3,0,0,0,1,3,0,0,0,0,0,0,5,1
ENST00000286353.PXYLP1.55,7.06922,0,0,0,10,0,7.98406,13,10,8,4,5,2,0,8.75266,22,5,15,6.36518,10.6043,20,0
ENST00000424843.LRP12.16,1.50904,3,0,6.79978,0,0,0,0,4.68908,15,4,0,2.54522,0,16.222,15,3,7,0,0,0,5
ENST00000229238.MRPL51.7,63,79,37,45,89,42,136,172,70,82,33,14,17,37,125,220,25,90,57,69,135,25
ENST00000393812.SLC35B2.1,22.2827,64.9965,14.957,37,67.0352,22.3618,81,59.192,44.765,47,7.40085,0,0,19,135,140,0,82.141,50.9692,59.449,59.5325,17
ENST00000641039.OR5AU1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000279242.MRPL49.11,43.8388,74.1074,28.4723,54.6587,107.309,47,172,135.602,68.3559,94,24,13,7.75367,32,148.01,251,26.9256,118.153,105,131,164.627,20
ENST00000356063.PHLDB1.14,59.7386,138.979,22.2882,61.7594,79.3164,56,152.379,62.6848,57.905,80.8336,45,33,19,55.8928,218.555,117,52,92.1409,70.2257,107.392,150.447,37.4148
ENST00000359429.RPE.2,119,151,94.6438,70.7006,183,81,226,215,142,142.752,55,29,29,81,380.071,354.68,43,202,192,214.104,251,83
ENST00000375078.CAMK2N1.5,13,57,62,37,33,14,31,37,11,40,21,18,9,59,47,51,22,19,28,35,36,11
ENST00000646753.TINF2.34,66.1637,12.8076,0,31.0838,36.3093,8.19039,32.9322,94.0824,21.9262,19.4548,17.3141,26.5816,3.64547,0,39.1401,68.1987,18.308,16.7831,11.5542,9.81322,62.5045,14.9926
ENST00000311461.COQ2.13,9.80444,0,0,0,2.20E-08,0.000524775,0,0,7.12589,0,0,165.47,8.16E-08,11.79,0,0,0.000107598,0,0.000681305,0,1.52E-07,0
ENST00000273668.EAF2.18,21,22,0,14,9,17,12,41,24,23,5,0,0,12,21.0966,51.7042,22,31,0,17.0308,43.6567,0
ENST00000675582.ATF4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8976,0,0
ENST00000563786.MPI.67,30.2535,0.0163343,0,0,2.0168,0,0,0,5.24E-07,2.08662,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000338154.PHF8.4,2.51859,0,5.23E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,41.044,0,0,0,0,0
ENST00000276692.TATDN1.16,193.995,200,204.179,152,195.845,159.951,221.7,372.783,187.218,301.461,128,127.398,136,169.428,626.121,457.952,148.657,219.109,191.751,199.071,292,124.014
ENST00000284674.GPR26.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000370657.LGSN.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000424542.SLC9A3R2.40,14,0,29,6,13,15,15,2,10,22,12,10,12,10,50,6,25,15,28,0,33,0
ENST00000290953.AGRP.23,0,3,1,0,2,1,5,2,3,3,1,4,0,3,1,7,2,0,6,9,5,0
ENST00000437044.TREML1.1,501.512,547.555,740.883,899.128,119.432,329.705,1063.19,377.732,59.951,305.866,133.937,127.076,86.7444,277.131,581.391,228.409,141.342,316.765,611.363,394.833,419.788,297.637
ENST00000449753.ACOD1.12,0,1.05321,6,3.32072,0,6,23.9415,0,0.116052,0,0.432376,0.0543762,0.0463493,0,19.1309,0,0.10632,0,0,0.692553,0.341928,0.816993
ENST00000542031.BCAR1.23,0.0780363,0.302183,0,0,0.134053,0.0102399,0,0.080788,0,0.0656641,0,0,0,0.15013,0,0,0,0,0,0.0812079,0,0.0881838
ENST00000395066.CLK3.67,277.519,401.067,304.119,244.032,244.331,282.384,258.152,356.506,181.343,253.251,239.105,227.12,226.859,339.596,1091.01,601.141,293.178,210.986,331.829,298.637,412.586,323
ENST00000482126.IQCJ.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000531287.RNF214.14,34.9124,142.451,32.6303,0,74.8297,48.7906,107.885,32.2114,32.5517,81.777,46.1354,62.0537,10.0296,106.728,193.836,135.102,48.6789,44.0016,52.4269,105.702,104.897,16.9805
ENST00000468777.PCCB.55,17.567,30.6536,2.94752,12.1136,0.84684,12.3788,45.9295,37.3911,15.3645,21.9581,14.9132,10,0,13.5443,12.092,49.8965,17,24.1354,33.1013,29.3827,19.8409,2.25169
ENST00000515291.C5orf46.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000355624.RAB11FIP2.17,119.899,191.708,109,173,228.308,110,303,319.463,204.361,166.857,74,46,26,117,437.023,445.6,67,260.614,202.525,225.452,302.216,97
ENST00000293404.NAGS.32,2,13,2,5,3,3,12,1,11,7,4,1,0,1,21,12,3,4,6,6,6,1
ENST00000611958.CAP2.35,0,0,0,0,0,0.798197,0,0.756808,0,0.796365,0,0,1.55124,0,1.63501,0,0.765359,0.808752,0,0,0.819265,0
ENST00000393917.TAGLN3.18,1,6,11,6,5,0,11,10,3,6,1,1,1,2,18,16,5,6,4,11,10,0
ENST00000335790.LMO1.11,0,4,1.9899,0,5.34E-06,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
ENST00000393565.DBN1.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77597,0,0,0,0,0,0,0
ENST00000524945.SLCO5A1.29,0,0,0,0,1.68213,8.13409,16.6799,1.11829,16.8806,20.1047,0,0,0,0,0,9.31691,5,4.73015,1.45261,1.65008,0,0
ENST00000604567.SETD1B.63,1351,2573,567,1299,1920,681,4587,1359,1366.85,1580,748,319,300,873,4809.86,1935.8,771,3930.95,2434,3164.76,3397.85,980
ENST00000270221.EMP3.43,303,618,188,275,413,195,721,935,313,367,161,69,46,193,902,1203,125,589,440,527,519,205
ENST00000543303.MTHFSD.23,0,0,0,1.66667,1.08333,1.375,1.66667,3.23077,1.13636,0.888889,0,1,0,0,9.75,0,0.5,0.857143,5.66667,0,2.15,0
ENST00000521943.TLK1.2,0,0.000121419,0,4.79E-07,0.234709,0,41.5804,9.16E-06,3.50E-05,0,0,0,0,0,0,0,0,0.765808,0,0,6.04E-08,0
ENST00000392795.CD79B.32,171.687,305.939,83.9749,128.74,480.293,189.154,611.695,511.134,379.483,317.623,156.334,34.8568,22.7137,58.054,399.723,905.333,147.979,578.453,309.749,464.603,1259.24,70.083
ENST00000504642.TNFAIP8.3,0,0,0,0,0,0,0,0,0,0,0,0,0.00169667,0,0,0,0,0,0,0,0,0
ENST00000409192.FAM221A.28,0,0,0,0,0,0,0,0.279843,3,0,1,0,0,0,0,0,0,0,0,0,3,0
ENST00000264649.ATP6V0A1.32,562.94,636.16,284.577,511.582,954.293,380.55,967.268,749.244,534,718.022,166.288,278.968,316.35,436.998,918,1202.52,251.379,863,775.926,626.702,1076,182.989
ENST00000285398.ERCC3.124,368.253,519.176,251.786,323.609,452.899,251.846,638.416,661.753,342.932,415.376,199.48,253,208.184,293.772,1166.77,1094.76,257.523,578.068,503.244,528.826,707.316,276.018
ENST00000682384.ZNF496.178,11,16.5411,6.5,11,22,12.5,35,19.5,17.0624,22,5.5,1.5,2.5,11.0654,89.3458,37.0254,9,23.5,25,20.5,22,15
ENST00000509773.KAT7.47,0,4.22253,2.61902,3.65274,0,0,3.76421,6.72911,15.439,0,0,2.25811,1.71937,0,4.35411,10.9509,0,8.00622,5.99279,4.7163,0,0
ENST00000357325.HDGF.33,445,492.022,396.695,222.443,318.222,344.757,458.691,601.239,341.575,417.98,291.608,372.26,480.226,316.346,1506.85,831.038,558.26,505.786,482.901,405,372.899,291.715
ENST00000392644.ARMC2.1,30,44,15,30,76,21,63,60,47,47,13,12,7,18,74,93,17,50,42,55,71,26
ENST00000558464.ABHD17C.249,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENST00000322712.PDZD3.14,8,0,0,0,0,0,0,0,0,0,1.11393,0,0,5.58158,0,0,1,0,0,0,0,0
ENST00000382841.IQSEC3.88,10.6179,34.6748,6.85874,35.5786,14.9285,24.3032,49.171,19.038,18.5898,22.9954,15.4978,7.12745,0.886658,3.80901,198.4,30.7164,6.80447,18.5669,60.1504,44.5159,49.277,42.6017
ENST00000397154.NGDN.34,37,53.0387,18,19.4042,25.0721,13.7171,32.9545,46.713,37.2291,0,0,5,6,0,88.6967,70.8214,13.0248,14.4273,43.5881,30.5632,40.8032,0.000143259
ENST00000296550.DCLK2.22,3.3211,0,6.5,7.50317,8.5,5.5,20.9003,6.60769,0,6,6.00434,0,1.5,1.9561,9.7405,10.6724,3.5,3.1796,11,4.33486,9,3.5
ENST00000355417.CCDC69.15,248,356,127,184,450,153,650,482,278,396,145,48,35,111,718,807,129,570,451,458,565,143
ENST00000371717.PMPCA.149,61,96,31,62,132,43,191,98,57,102,37,17,12,33,229,208,22,120,131,113,178,61
ENST00000419625.ANXA13.16,2,2,1,1,1,0,0,0,0,0,0,0,0,1,3,3,0,0,2,1,0,0
ENST00000510882.HDGFL1.35,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
ENST00000652086.CD59.11,0,3.51705,1.57847,2.67291,0,0,4.96607,0,4.53416,14.547,0,0,0,0,4.62589,2.91589,0,0,0,7.59925,8.41808,3.88572
ENST00000334743.PPP2R5C.9,157.239,221.068,116.585,116.709,267.929,125.392,381.654,301.652,157.304,325.593,67.5753,34.6285,60.1283,182.928,435.557,516.251,107.552,309.246,245.051,323.077,396.425,146.279
ENST00000291442.NR2F6.82,17,30,19,27,48,12,64,17,20,43,11,8,8,13,90,58,24,47,38,49,51,18
ENST00000505872.ABLIM2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2
ENST00000262370.MGRN1.40,151.688,176.265,125.258,180.84,295.104,165.542,404.562,227.64,65.4214,180.426,66.8721,12.2206,115.997,270.791,465.985,169.314,190.932,336.758,230.568,240.668,318.797,79.459
ENST00000304506.IL13.15,0,0,5,0,0,3,0,0,0,3,0,1,0,1.97602,6,0,0,0,7,0,8,0
ENST00000561656.STOML1.67,0,0,3.75876,0,0,1.12822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000323816.GAS7.50,3.91382,0,9.57E-05,0,0.000755119,0.000150269,24.3557,0,0.000236891,0.000196088,13.5,2.42E-05,0.000256777,0.00109173,22.6382,0,3.10803,12.3715,0.00120916,0.34638,11.6726,0
ENST00000233630.PCGF1.6,36,45,14,41,80,29,88,77,42,66,18,9,5,17,106,123,12,78,60,48,87,20
ENST00000639222.TNFRSF11A.10,0,0,0,0,0.723223,0,0.335622,0,0,0,0,0,0,0,3.76856,0,1.44604,4,4.44211,0,0,0
ENST00000392934.MYBPC1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000646939.RHAG.1,0,10.0329,0,0,0,0,0,0,5.90962,0,0,0,5.49694,0,3.59156,6.36013,0,0,0,0,20.219,0
ENST00000568733.NUB1.25,204,223.5,114,180.5,296,160.5,377,370.5,231,244.5,92.5,69,64,86.5,457,553,140,360.5,252.5,264.118,497,110
ENST00000622834.ITGBL1.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000349714.UQCC1.30,0,0,0,0,3.14031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000355852.PCBP4.20,84,163.394,37,100,184,94.2283,286,161,107.915,126,39.5398,23,8,52,587,249,58.8747,262.091,167,151,243.289,97.5131
ENST00000636287.ATP6AP2.4,0,3.38886,0,6.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,5.01978,0,5.56619,0,0,0
ENST00000358780.FAM76B.14,74.5,76.5,37,71,123,39.5,137.5,142.5,88,89,36.5,16,15,47,149,230,21.5,133.5,111.5,136.5,202,37
ENST00000679378.TNPO1.3,14.4367,7.37948,0,0,0,0,5.7383,0,0,5.95846,0,0,0,0,5.54711,0,0,15.9058,0,5.38015,23.7638,0
ENST00000548438.MYL2.57,7.37391,10.6542,0,2.66664,15.1189,5.3007,14.3999,16.4418,12.2549,7.53913,8.03908,3,1,2.58473,23.9664,61.2685,2.9883,25.8845,25.0221,20.5686,20.8767,1.62744
ENST00000340391.NRG2.15,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,8,0
ENST00000321392.RNF151.40,0.997885,2.99475,0,0,0,2.99815,2.9981,2.99352,0,3.99733,0,0,0,0,7.99787,6.99129,0,0,0,0.99846,0,0
ENST00000473247.AGK.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000409068.AAK1.6,39.7395,0,60.9227,0,18.2418,9.26884,53.9031,0,0,0,0,7.67591,21.8132,0,0,0,0.0399541,7.92762,0.715795,38.4929,123.169,0
ENST00000269439.RNF165.10,3,4,8,6,0,2,3,15,7,2,2,6,7,1,9,22,13,5,1,0,2,0
ENST00000382021.DNAJC21.3,34.3658,40.5,17.9424,29.5079,33.9326,20,69,66,41.5,36.38,12.5,3.5,4,16.5,78.5,95.0189,11,62,45.6417,47.546,49.5949,16
ENST00000356713.CNNM1.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,0
ENST00000340477.SYNE4.43,2.59803,4.89946,3.15117,2.88427,7.10235,0.95802,13.7675,7,2.36665,15.1793,1.46308,0,2,1.98337,4.5653,2.91624,1,3.44483,0.000705537,2.98334,5.95305,3
ENST00000265425.SLC17A2.162,0.000797305,2,0,0,0,0.000371903,0.000337946,0,0,1,3,0,0,0.00134121,5,0,0,0.00012224,0,0,7.95E-05,0
ENST00000336767.BRIX1.3,97,80,32,87,142,49,195,231,103,93,40,15,8,45,165,345,23,132,109,136,199,37
ENST00000339336.AMTN.13,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000678392.ACBD5.62,27.239,38.4961,42.4138,34.4534,46.0765,24.7366,47.1204,54.154,27.9831,31.5553,4.79882,0,0,17.2122,36.4497,78.4153,9.72896,62.8701,37.7149,26.1431,75.4081,20.0255
ENST00000331872.GLUL.39,68336.8,111911,136588,54040.9,58333.6,116563,85254,94436.9,33370.4,90398.1,50991.1,154804,130040,108721,351622,147118,120233,167360,103548,97448.3,96570.4,67869.9
ENST00000334295.TPGS2.10,25.1341,29.6901,22.5622,9.09316,35.7052,9.00492,61.3184,37.0901,8.91828,27.0318,11.0197,6.98441,6.96318,11.1216,75.9397,60.1803,20.7526,22.4028,30.6063,35.6605,28.6602,0
ENST00000532917.CD3G.14,472,583,103,332,591,225,1037,1598,555,515,163,41,42,226,955,2259,92,841,643,805,746,222
ENST00000323456.MTMR4.47,9.73E-06,201.763,88,62.3273,160.485,104.881,351.71,278,175.09,245.476,123,62,2.63E-06,111.949,352.593,363.02,55.9311,251.229,330.041,271.313,398.207,96.4496
ENST00000303809.ZNF296.43,72,114,41,61,140,61,232,147,78,102,49,23,0,54,310,239,39,181,127,148,273,58
ENST00000637986.CSNKA2IP.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000273861.SLC10A4.24,9,8,9,4,10,7,7,14,7,10,5,8,20,24,31,11,17,12,4,9,22,9
ENST00000215115.BCL7C.84,79.7275,163.2,49.7643,87.7746,166.276,65.7992,209.219,221.473,102.651,128.785,51.6023,15.4071,22.3712,56.3934,257.382,304.945,61.6652,155.216,113.457,155.104,205.137,53.1308
ENST00000586802.HDAC5.32,59.9222,190.438,86.4578,99.9775,115.049,89.3683,283.346,63.106,100.865,94.5588,76.4833,82.0547,93.0557,126.803,479.766,99.3093,160.051,66.7861,125.397,161.397,149.12,135.756
ENST00000438896.JMJD4.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81E-08,0,0,0,0,0
ENST00000428726.CD44.11,253.797,156.454,125.569,147.558,309.004,178.99,419.649,463.948,381.07,249.766,60.3565,15.4222,7.64136,119.236,379.992,580.903,22.251,348.555,351.893,429.613,601.898,70.5896
ENST00000256178.LYVE1.11,2,1,2,1,2,0,8,1,3,3,0,0,0,1,0,4,0,1,2,3,4,1
ENST00000381401.SLC25A6.193,3604,5360,3307,2581,4591,2303,6582,5691,3243,4595,2482,2210,2966,2937,15340,11057,2741,6129,4909,4340,5778,2641
ENST00000507093.RAPGEF6.15,0,27.3491,0,0,0,36.6647,0,0,77.8203,0,44.3877,27.7078,0,0,227.808,20.0017,133.987,0,74.0955,24.8204,0,56.6494
ENST00000497029.STXBP5L.18,0,5.18326,2.75E-08,11.7396,0.933245,4.66199,0,0,0.919404,0,0.902274,3.69353,0,3.54973,0,0,3.50563,8.05E-07,2.79004,0.92932,0,0
ENST00000576479.SPON1.11,58,192,33,75,131,82,177,90,115,145,58,24,12,51,342,143,73,118,111,180,219,53
ENST00000417257.FRMD5.21,0,4.37995,0,3,0,3.78193,8,4.97668,2.22406,9.63148,0,1,0,2,7.01376,12.1069,0,6.04873,12.9849,15.4354,9.43409,0
ENST00000676512.ZFYVE26.9,31.114,121.33,87.7835,0,50.7851,0,151.052,79.5151,109.374,0,0,0,0,0,37.7107,42.7246,0,135.674,43.4009,119.291,192.515,0
ENST00000468888.CLASP2.20,5.7084,6.36938,0,14.6632,13.6361,25.4665,55.0901,53.3698,30.1626,21.6337,13.9644,0,0.0113202,0,65.7078,53.8385,0,61.2338,74.3064,40.8393,33.4901,13.8884
ENST00000379632.BABAM2.6,0,0,0,3.62914,0,0,41.6855,0,13.2093,0,9.75949,0,0,4.87165,28.6377,8.03754,0,21.1816,33.1402,22.4531,40.9231,0
ENST00000674789.LARGE1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000536609.PCSK2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENST00000409645.MGAT5.2,466,835,502,361,581,411,714,789,569,694,254,359,339,438,1723,1112,342,664,659,675,833,329
ENST00000394537.ANK2.22,2.66998,0,0,0,0,0.00660899,5.07E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000503008.MARCHF1.54,0,0,0,0,0,0,2.35635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000261180.TRHDE.7,7,5,29,11,21,10,17,11,9,30,2,4,1,1,23,9,3,2,2,14,34,5
ENST00000393845.CFAP44.18,181.526,256.11,138.404,171.245,257,111.473,484,267.949,300.106,275,111.307,53.637,51.3161,212.272,465.51,443.085,107.132,311.877,280,338.967,435.42,101.128
ENST00000403092.SLC8A1.6,0,0,0.00167599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000371355.CACNA1B.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000540292.NAV2.11,13.2695,45.4819,0,3.69E-05,1.93E-07,0,12.4051,7.01E-07,0,0,25.9587,7.57357,0,25.2262,0,16.3099,0,0,58.2986,0,0.367563,0
ENST00000495273.ROBO1.18,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000511685.TENM3.48,0,3,5,1,0,2,1,0,0,1,0,0,1,1,4,3,0,4,3,2,0,0
ENST00000652698.NRG1.46,2.08827,1.88391,8.02058,0,0,1.5317,4.42515,0,0,2.02486,0,0,0,0,6.82905,0,0,0,0,3.03685,5.10733,0
ENST00000334504.COL4A6.4,0,0,0,6.87E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000011292.CPA1.25,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENST00000536168.SPOCK2.26,75.3065,153.29,34.5476,152.56,171.71,66.7798,296.73,140.86,94.7704,263.428,66.9883,0,0,56.4365,370.51,223.356,92.8528,143.358,181.833,95.2889,409.924,66.5096
ENST00000639393.CYP17A1.17,9,0,0,0,32.3285,0,18.6775,0.586585,0,13,0,0,0,10,17,0,0,0.494513,26,0,6.36396,0.386758
ENST00000677311.ACBD5.62,17.19,0,0,2.04689,0,0,19.0513,0,0,6.68491,0,0,15.151,6.76263,0,0,0,0,0,27.5684,0,0
ENST00000297894.RNF183.8,0.5,0,0,0,2,1,1,0.5,0.5,2.5,1,0,0,1,0,0,0,0.5,1.5,3,0,1
ENST00000454497.OTUD4.22,75.8789,217.598,197.798,69.7172,0,35.4346,0.00232573,125.934,63.5259,175.468,1.89E-06,105.295,176.667,210.134,43.3827,176.639,82.8189,0,18.6063,12.0862,0,85.2869
ENST00000345392.VHL.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86131,0,0,0,0,0
ENST00000415751.FAM180A.25,9,4,3,7,7,6,11,2,6,10,6,1,1,12,20,20,2,9,15,10,7,3
ENST00000354185.DDX21.26,400,515,264,292,601,250,865,976,410,485,193,107,109,255,1011,1241,185,795,520,632,776,255
ENST00000393110.STEAP3.64,11,0,12,0,10.1004,0,5,0,0,0,7,13,0,28,9,0,0,15,0,0,0,0
ENST00000416611.DPF1.43,0,0,0,0,0.139561,0,0.0821018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000616825.ATXN2.57,0,35.2844,2.8996,7.11881,32.0059,8.11186,32.1404,2.95946,3.02629,0,5.52724,2.94875,0,9.11735,10.5725,0,0,92.2536,0,0,58.7613,4.64108
ENST00000646001.FRRS1.33,81.547,190.08,91.4576,80.6442,99.3533,140.583,175.695,67.634,93.5855,127.52,77.9489,129.54,213.587,88.3377,300.26,142.868,142.577,159.257,164.839,108.789,47.7617,68.6659
ENST00000379016.HIPK3.11,1195.52,1445.61,1405.1,1048.47,895.186,1094.24,1689.05,1068.5,672.618,1045.53,391.633,643.389,523.854,699.463,2723.98,1438.07,784.469,1435.16,1133.31,1162.63,1835.85,641.832
ENST00000375430.GRTP1.12,0,7,0,0,3.11565,0,7.67176,0,0,0,4,3,0,1,0,1.88595,1,0,0,8.42747,0,0
ENST00000494980.CHMP2B.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000380839.ASL.941,0,0.000565875,0,5.51044,0,0,0,0,27.2726,0,0,1,0,0,0,0,0,0,0,0,0,0
ENST00000375094.RNF5.1,462,689,759,281,392,534,549,674,264,561,341,686,899,727,1607,1273,904,649,741,486,670,262
ENST00000327365.GGT5.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000355591.COX7B2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000434463.HSDL1.23,0,0,0,1.06524,0,0,0,0,0,0,0,1,0,0,0,0,5,7.13017,5.10999,0,0,0
ENST00000644885.CSNK2A1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000404354.SMC1B.44,1,0,0,0,2,0,0,0,0,0,0,1,0,0,8,1,1,1,3,0,0,0
ENST00000678179.MARK3.9,0.115116,0,17.1711,0.634751,33.0928,0,72.0973,2.95597,14.7437,1.06701,0.115671,30.1062,0.0387165,2.32E-06,0.00194674,0.667372,0.356356,7.91866,4.44862,113.379,3.13195,5.39E-05
ENST00000278826.TMEM138.11,6,5,3,4,9,13,28,20,10,14,0,3,3,3,19,30,3,18,10,19,24,2
ENST00000381083.IGFBP3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000286800.BACH1.36,224,269,237,225,273,156,474,317,208,351,114,53,44,130,644,521,96,272,271,287,447,139
ENST00000674118.FUT8.9,33.4677,144.066,82.137,3.38631,51.0184,46.9633,0,188.19,115.419,106.585,11.7593,86.2073,42.8616,107.501,349.723,188.547,66.9959,0,30.4281,30.4404,60.194,64.4478
ENST00000360830.RPS24.26,1.02E-08,0,0,2.60E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E-08,0
ENST00000379265.TNFRSF18.5,0,2.44941,0,0,4.10958,0,2.82035,7.11817,0,2.39922,0,0,0,0,0,9.74558,0,3.20302,0,0,4.58628,0
ENST00000513848.ZCCHC10.15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENST00000221922.CCDC9.43,30.7471,97.1616,30.9036,93.043,160.25,22.0237,124.77,90.9452,43.2091,68.9474,41.3012,32.1365,17.444,44.2752,219.492,94.7546,0.000347793,130.383,104.977,143.4,162.935,83.2084
ENST00000229329.CMAS.7,3545,7440,5323,5350,5958,9966,5966,5986,4859,4630,5050,11167,10078,8290,23156,8893,9427,12037,7297,7460,7215,4990
ENST00000368011.KLHDC9.39,6,12.6806,6,8,20,7,24,13,7,9.08618,7,4,3,7,28,16,3,19.2924,9,24,15,5
ENST00000554050.NFATC4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000366962.ANGEL2.41,271,276,292,212,338,276,342,448,229,375,180,172,164,196,701,700,212,363,320,329,365,165
ENST00000624697.ISG15.5,0,0,0,0,0,0,0,0,0,0,0.00767752,0,0,0,0,0,0,0,0,0,0,0
ENST00000458694.PRICKLE4.1,24.4897,41.6513,27,22.913,30.4083,24.5782,28.4157,18.3417,21.6973,36.4106,25.7765,13.7222,13.7897,29.8334,114.581,35.6872,19.3606,26.5852,26.3321,31.5892,54.1091,11.0329
ENST00000528567.INSC.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000416568.PFKFB4.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81815,0,0,0,0,0,0
ENST00000673828.SLC16A11.50,4.47428,19.3119,0,5.90862,12.6507,3.81169,22.4548,19.1471,0,9.10676,3,2.23445,1.55346,4.21745,25.2943,10.5308,7.01478,5.70273,21.4856,17.7457,7.3606,8
ENST00000247001.SUGP1.82,189,252,84,241,381,118,549,282,218,273,92,51,41,152,594,343,77,439,323,341,522,127
ENST00000417251.SLC5A10.32,0,18.5248,16,12.5425,93.7975,14.023,42.2428,62.4188,33.0626,0,0,0.135487,0.0893631,28.9876,50.9564,56.5033,0,58.7129,38.8948,47.7583,52.1535,20.9892
ENST00000303735.SLC38A11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000393409.PLXNA1.97,220,236,66,182,228,119,385,155,168,187.608,92,45,26,148,650,226,68,273,257,268,422,97
ENST00000611933.FAM13C.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000541864.SLC12A4.23,101.684,85.875,106.207,0.0753776,6.26E-08,96.7662,0,0.00197578,0,0.0109491,0.821327,6.23455,2.72402,139.71,433.79,0.000217325,153.406,44.245,50.8106,45.1134,1.5224,39.4422
ENST00000263379.IL27RA.74,741,754,186,568,1073,312,1626,1224,742,944,355,84,62,364,1659,2326,218,1386,1061,1269,1373,325
