,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RPS2,25863.19367729163,1.0452805966918892,0.46757570431237333,3.1755947554288397,0.0014952967780770842,0.020581045101208725
TFRC,22819.844072460444,1.0434233969539266,0.4690239210657528,3.1685437476591165,0.0015320469014537105,0.020581045101208725
GLUL,229324.82911164282,1.0374371911230442,0.4536243669872068,3.1689438842344315,0.0015299393096946542,0.020581045101208725
SCARB1,3823.8802265569902,1.037075778142219,0.4660121624702098,3.163759796061101,0.0015574527882273375,0.020581045101208725
GPX1,85428.66678069725,1.0227810507754302,0.44568993028119086,3.1848219139239142,0.001448431133740444,0.020581045101208725
PABPC1,2440072.281282968,1.0221880806585748,0.45167191100682896,3.1657367969984014,0.0015469069582109219,0.020581045101208725
FKBP8,54809.650627044786,1.0092088739420821,0.4329164054277477,3.187176631317335,0.001436690085770809,0.020581045101208725
SLC25A37,6717.155081528809,1.0025155813708964,0.45114855343913185,3.1620434353859133,0.001566661941209207,0.020581045101208725
SLC6A9,835.2962169538362,1.1161970966556392,0.5122244721701356,3.155397226625547,0.0016027972317637126,0.020694996380320987
MSMB,116.96058314447808,1.2495597111413779,0.5926594309964659,3.1354394007716935,0.0017159687668961386,0.021201629607950682
FAM214B,4611.153879176172,1.0664731917898935,0.49247596346167616,3.1373872895196016,0.0017046079868122883,0.021201629607950682
FBXO48,1395.5905550243278,1.1336111707465446,0.5429250855284927,3.1028511818701348,0.001916659944886226,0.021843078157614097
PAQR9,4068.270166342337,1.126905582227543,0.5415161451707943,3.0959051140003537,0.001962131387806376,0.02208522489767247
PLCB1,215.94502746269865,1.0610125466903855,0.5130031816060048,3.086990862660955,0.002021938117797825,0.02236717668219037
HEMGN,14243.581778122438,1.3754372173228024,0.6934577923947131,3.0562753111202587,0.002241053762316846,0.02320222404019269
UBE2O,56280.66272617764,1.13321611349195,0.5612108167749267,3.0449359785421803,0.002327298450446978,0.023390265686224588
UGGT2,136.27646543595068,1.0604385371517697,0.5335082127322944,3.040844383828758,0.002359157267035092,0.023562037055114175
RNF19B,54320.487549174366,1.0067768916877915,0.5165139059977238,2.9958189436167206,0.0027370889677936962,0.02524137761765348
PTPN14,126.40820738841043,1.0330547650582238,0.5519750945122571,2.9801097613316445,0.0028814511587726805,0.02579161471989796
